id,casenumber,date,block,iucr,primarytype,description,locationdescription,arrest,domestic,beat,district,ward,communityarea,fbicode,xcoordinate,ycoordinate,year,updatedon,latitude,longitude,location
10167066,HY355466,07/25/2015 06:00:00 PM,026XX N HOYNE AVE,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,1931,19,1,7,08A,1162367,1917495,2015,08/17/2015 03:03:40 PM,41.929268,-87.678764,"(41.929267988, -87.678766234)"
10173886,HY361641,07/25/2015 06:00:00 PM,048XX W BELMONT AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1634,16,30,15,08A,1143471,1920836,2015,08/17/2015 03:03:40 PM,41.938812,-87.748123,"(41.938810869, -87.748120159)"
10170938,HY358978,07/25/2015 05:33:00 PM,071XX S SPAULDING AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,831,8,18,66,08A,1155605,1857055,2015,08/17/2015 03:03:40 PM,41.763554,-87.705238,"(41.763552567, -87.705238983)"
10167030,HY355397,07/25/2015 04:38:00 PM,064XX W NORTH AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2513,25,36,25,08A,1133002,1909949,2015,08/17/2015 03:03:40 PM,41.909126,-87.78685,"(41.909125305, -87.78685198)"
10167187,HY355643,07/25/2015 04:35:00 PM,005XX W 63RD ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,true,false,711,7,20,68,08A,1173625,1863130,2015,08/17/2015 03:03:40 PM,41.779842,-87.639015,"(41.779843016, -87.639012147)"
10167822,HY355331,07/25/2015 04:20:00 PM,078XX S PEORIA ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,621,6,17,71,04A,1171663,1852930,2015,08/17/2015 03:03:40 PM,41.751896,-87.646507,"(41.751896209, -87.646503686)"
10167325,HY355332,07/25/2015 04:00:00 PM,0000X E 100TH PL,0560,ASSAULT,SIMPLE,APARTMENT,false,false,511,5,9,49,08A,1178634,1838357,2015,08/17/2015 03:03:40 PM,41.71175,-87.621399,"(41.711750536, -87.621400009)"
10166982,HY355310,07/25/2015 03:53:00 PM,044XX W ARMITAGE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,true,2522,25,31,20,04A,1146587,1912923,2015,08/17/2015 03:03:40 PM,41.917038,-87.73687,"(41.917037912, -87.736870273)"
10166987,HY355318,07/25/2015 03:43:00 PM,007XX E 81ST ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,631,6,6,44,08A,1182386,1851451,2015,08/17/2015 03:03:40 PM,41.747597,-87.607254,"(41.747596056, -87.607254818)"
10167026,HY355412,07/25/2015 03:15:00 PM,089XX S ASHLAND AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,GAS STATION,false,true,2221,22,21,73,04A,1167240,1845333,2015,08/17/2015 03:03:40 PM,41.731144,-87.662926,"(41.731144695, -87.66292886)"
10168614,HY357244,07/25/2015 03:00:00 PM,130XX S GREENWOOD AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,533,5,9,54,08A,1185816,1818669,2015,08/17/2015 03:03:40 PM,41.657558,-87.595718,"(41.657558112, -87.59571526)"
10167656,HY356274,07/25/2015 03:00:00 PM,081XX S CORNELL AVE,0560,ASSAULT,SIMPLE,ALLEY,false,true,411,4,8,45,08A,1188683,1851288,2015,08/17/2015 03:03:40 PM,41.747002,-87.584183,"(41.74700064, -87.584186242)"
10166927,HY355267,07/25/2015 03:00:00 PM,037XX W DIVISION ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1112,11,27,23,08A,1151323,1907742,2015,08/17/2015 03:03:40 PM,41.902729,-87.719604,"(41.902729058, -87.719606282)"
10170490,HY358705,07/25/2015 02:30:00 PM,034XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,211,2,2,35,08A,1179374,1882312,2015,08/17/2015 03:03:40 PM,41.832352,-87.617348,"(41.832350776, -87.617349841)"
10171504,HY359399,07/25/2015 02:00:00 PM,005XX E 91ST ST,0560,ASSAULT,SIMPLE,STREET,false,false,633,6,6,44,08A,1181370,1844757,2015,08/17/2015 03:03:40 PM,41.729252,-87.611183,"(41.729250415, -87.611183536)"
10166848,HY355152,07/25/2015 01:25:00 PM,035XX W GRAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),true,false,1121,11,26,23,04A,1152431,1907428,2015,08/19/2015 03:54:08 PM,41.901844,-87.715546,"(41.901845588, -87.715544681)"
10166906,HY355211,07/25/2015 01:00:00 PM,115XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,532,5,9,53,08A,1178914,1828081,2015,08/17/2015 03:03:40 PM,41.683544,-87.620689,"(41.68354539, -87.620685968)"
10171125,HY358868,07/25/2015 12:57:00 PM,049XX N LESTER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1623,16,45,11,08A,1138900,1932299,2015,08/17/2015 03:03:40 PM,41.970352,-87.764641,"(41.970350825, -87.764640386)"
10166840,HY355084,07/25/2015 12:30:00 PM,054XX S LATROBE AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,APARTMENT,true,false,814,8,23,56,08A,1142285,1868097,2015,08/17/2015 03:03:40 PM,41.794109,-87.753784,"(41.794110259, -87.753787602)"
10166795,HY355072,07/25/2015 12:10:00 PM,067XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2432,24,49,1,08A,1167034,1944763,2015,08/17/2015 03:03:40 PM,42.003994,-87.660828,"(42.00399329, -87.66082998)"
10166821,HY355056,07/25/2015 11:33:00 AM,090XX S ABERDEEN ST,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,false,2222,22,21,73,08A,1170574,1844795,2015,08/17/2015 03:03:40 PM,41.729595,-87.650734,"(41.729596438, -87.650730833)"
10166708,HY354980,07/25/2015 11:02:00 AM,122XX S UNION AVE,0560,ASSAULT,SIMPLE,STREET,true,false,523,5,34,53,08A,1173862,1823805,2015,08/17/2015 03:03:40 PM,41.671925,-87.639305,"(41.671924547, -87.639305643)"
10167174,HY355576,07/25/2015 11:00:00 AM,023XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,132,1,2,33,08A,1178880,1889112,2015,08/17/2015 03:03:40 PM,41.851021,-87.618958,"(41.85102174, -87.618954852)"
10174409,HY362113,07/25/2015 10:30:00 AM,042XX W DIVISION ST,0560,ASSAULT,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1111,11,37,23,08A,1147809,1907659,2015,08/17/2015 03:03:40 PM,41.902569,-87.732513,"(41.902569558, -87.732516075)"
10166830,HY354934,07/25/2015 10:00:00 AM,007XX W 60TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,true,711,7,16,68,04A,1172375,1864711,2015,08/17/2015 03:03:40 PM,41.78421,-87.643547,"(41.784209065, -87.643548307)"
10167531,HY354982,07/25/2015 10:00:00 AM,065XX S INGLESIDE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,321,3,20,42,04A,1183682,1861837,2015,08/17/2015 03:03:40 PM,41.776066,-87.60218,"(41.776066158, -87.602182463)"
10166782,HY354852,07/25/2015 08:39:00 AM,003XX S STATE ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,113,1,2,32,08A,1176426,1898851,2015,08/17/2015 03:03:40 PM,41.8778,-87.62767,"(41.877801855, -87.627667648)"
10166726,HY354909,07/25/2015 07:30:00 AM,011XX S STATE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,123,1,2,32,04A,1176516,1895367,2015,08/17/2015 03:03:40 PM,41.86824,-87.627441,"(41.868239517, -87.627442396)"
10166526,HY354745,07/25/2015 05:25:00 AM,062XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,true,311,3,20,40,04A,1179989,1863814,2015,08/17/2015 03:03:40 PM,41.781578,-87.615662,"(41.781576603, -87.615660095)"
10166582,HY354839,07/25/2015 05:00:00 AM,008XX E 100TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,511,5,8,50,04A,1183874,1838162,2015,08/17/2015 03:03:40 PM,41.711094,-87.602219,"(41.711094939, -87.602216007)"
10166496,HY354719,07/25/2015 04:00:00 AM,031XX W MADISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,1124,11,28,27,08A,1155497,1899851,2015,08/17/2015 03:03:40 PM,41.880993,-87.704483,"(41.880992442, -87.704486793)"
10171904,HY359877,07/25/2015 03:40:00 AM,037XX S WELLS ST,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,915,9,3,34,04A,1175253,1880225,2015,08/17/2015 03:03:40 PM,41.826717,-87.63253,"(41.82671713, -87.632532707)"
10166493,HY354636,07/25/2015 01:50:00 AM,049XX W AUGUSTA BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,1531,15,37,25,08A,1143330,1906199,2015,08/17/2015 03:03:40 PM,41.898647,-87.749008,"(41.898648056, -87.749004914)"
10166485,HY354625,07/25/2015 01:30:00 AM,064XX S LOWE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,723,7,16,68,08A,1173144,1862203,2015,08/17/2015 03:03:40 PM,41.777309,-87.6408,"(41.777309867, -87.640802922)"
10166475,HY354624,07/25/2015 01:30:00 AM,099XX S AVENUE J,0560,ASSAULT,SIMPLE,STREET,false,false,432,4,10,52,08A,1202466,1839852,2015,08/17/2015 03:03:40 PM,41.715279,-87.534073,"(41.715279068, -87.534071984)"
10166426,HY354610,07/25/2015 12:45:00 AM,055XX W WASHINGTON BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,false,1522,15,29,25,04A,1139297,1900198,2015,08/17/2015 03:03:40 PM,41.882256,-87.763962,"(41.882254983, -87.763964363)"
10166396,HY354545,07/25/2015 12:27:00 AM,013XX W 87TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,GAS STATION,false,true,613,6,21,71,04A,1168699,1847067,2015,08/17/2015 03:03:40 PM,41.73587,-87.657532,"(41.735871734, -87.657534129)"
10166438,HY354541,07/25/2015 12:11:00 AM,047XX S PRAIRIE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,true,224,2,3,38,04A,1178842,1873592,2015,08/17/2015 03:03:40 PM,41.808434,-87.619568,"(41.80843454, -87.619567586)"
10166366,HY354579,07/24/2015 11:27:00 PM,117XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,2234,22,34,75,04A,1167785,1826965,2015,08/31/2015 03:38:55 PM,41.680729,-87.661461,"(41.680728297, -87.661457314)"
10166467,HY354530,07/24/2015 11:25:00 PM,074XX S STATE ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,323,3,6,69,04A,1177570,1855556,2015,08/17/2015 03:03:40 PM,41.758972,-87.624779,"(41.758970818, -87.624778076)"
10166285,HY354446,07/24/2015 10:50:00 PM,048XX W ARMITAGE AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,false,2533,25,31,19,08A,1143279,1912848,2015,08/17/2015 03:03:40 PM,41.916893,-87.749023,"(41.916894594, -87.749025878)"
10166992,HY354421,07/24/2015 10:40:00 PM,064XX N FAIRFIELD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2412,24,50,2,08A,1156826,1942576,2015,08/17/2015 03:03:40 PM,41.998207,-87.698448,"(41.998205955, -87.698444869)"
10166313,HY354482,07/24/2015 10:30:00 PM,056XX S MAY ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,true,712,7,16,68,04A,1169613,1867434,2015,08/17/2015 03:03:40 PM,41.79174,-87.653595,"(41.791741651, -87.65359592)"
10166262,HY354422,07/24/2015 10:21:00 PM,008XX S KEELER AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,true,true,1132,11,24,26,04A,1148517,1895970,2015,08/17/2015 03:03:40 PM,41.87048,-87.730217,"(41.870480016, -87.730217214)"
10166322,HY354430,07/24/2015 10:21:00 PM,105XX S CORLISS AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,true,512,5,9,50,04A,1183448,1835087,2015,08/17/2015 03:03:40 PM,41.702667,-87.603874,"(41.702666667, -87.603871491)"
10166299,HY354456,07/24/2015 10:15:00 PM,041XX W 21ST PL,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,RESIDENCE,false,false,1012,10,24,29,04A,1149046,1889434,2015,08/17/2015 03:03:40 PM,41.852535,-87.728447,"(41.852534223, -87.728444127)"
10166392,HY354399,07/24/2015 09:45:00 PM,078XX S HERMITAGE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,611,6,17,71,08A,1166041,1852757,2015,08/17/2015 03:03:40 PM,41.751541,-87.667114,"(41.751542782, -87.667110692)"
10166771,HY354392,07/24/2015 09:30:00 PM,109XX S VERNON AVE,0560,ASSAULT,SIMPLE,STREET,false,true,513,5,9,49,08A,1181187,1832452,2015,08/17/2015 03:03:40 PM,41.695488,-87.612228,"(41.695488127, -87.612231408)"
10166209,HY354363,07/24/2015 09:30:00 PM,035XX N CLARK ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1924,19,44,6,08A,1168592,1923714,2015,08/17/2015 03:03:40 PM,41.946201,-87.655708,"(41.946200525, -87.655710689)"
10166294,HY354368,07/24/2015 09:25:00 PM,054XX W DRUMMOND PL,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,2514,25,30,19,08A,1139570,1917084,2015,08/17/2015 03:03:40 PM,41.928589,-87.76255,"(41.928587174, -87.762549306)"
10166270,HY354359,07/24/2015 09:00:00 PM,003XX S KOSTNER AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1131,11,28,26,08A,1147109,1898126,2015,08/17/2015 03:03:40 PM,41.876423,-87.735329,"(41.876423368, -87.735331352)"
10166159,HY354281,07/24/2015 07:38:00 PM,028XX S POPLAR AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,false,913,9,11,60,04A,1170289,1885854,2015,08/17/2015 03:03:40 PM,41.842274,-87.650581,"(41.842273297, -87.650580489)"
10166226,HY354347,07/24/2015 07:28:00 PM,089XX S ADA ST,0560,ASSAULT,SIMPLE,APARTMENT,true,false,2222,22,21,73,08A,1168898,1845382,2015,08/17/2015 03:03:40 PM,41.731243,-87.656853,"(41.73124356, -87.656853585)"
10166107,HY354205,07/24/2015 07:25:00 PM,0000X E JACKSON BLVD,0560,ASSAULT,SIMPLE,COLLEGE/UNIVERSITY GROUNDS,true,false,113,1,2,32,08A,1176528,1899005,2015,08/17/2015 03:03:40 PM,41.878223,-87.627289,"(41.878222138, -87.627288482)"
10166176,HY354219,07/24/2015 07:10:00 PM,007XX N HOMAN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,1121,11,27,23,04A,1153579,1904680,2015,08/24/2015 03:27:20 PM,41.894283,-87.711403,"(41.894282051, -87.71140108)"
10166192,HY354268,07/24/2015 06:50:00 PM,054XX S INDIANA AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,231,2,3,40,08A,1178528,1868845,2015,08/17/2015 03:03:40 PM,41.795414,-87.620865,"(41.795415492, -87.620863574)"
10166075,HY354130,07/24/2015 06:15:00 PM,059XX S KEDVALE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,true,false,813,8,13,65,04A,1149721,1864849,2015,08/17/2015 03:03:40 PM,41.785057,-87.726601,"(41.785056444, -87.726603807)"
10166230,HY354178,07/24/2015 06:00:00 PM,014XX S SACRAMENTO DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,false,false,1022,10,24,29,08A,1156220,1893242,2015,08/17/2015 03:03:40 PM,41.862843,-87.702011,"(41.862842099, -87.702010464)"
10166323,HY354113,07/24/2015 06:00:00 PM,119XX S LA SALLE ST,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,522,5,9,53,08A,1177405,1825842,2015,08/17/2015 03:03:40 PM,41.677437,-87.626274,"(41.677435355, -87.626277136)"
10166149,HY354244,07/24/2015 05:30:00 PM,020XX W FERDINAND ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1221,12,26,24,04A,1162709,1903331,2015,08/17/2015 03:03:40 PM,41.890392,-87.67791,"(41.890393787, -87.677907209)"
10166005,HY354085,07/24/2015 05:18:00 PM,063XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,CTA STATION,true,false,725,7,16,67,08A,1166756,1862726,2015,08/17/2015 03:03:40 PM,41.778885,-87.664207,"(41.778883826, -87.664206366)"
10166866,HY354998,07/24/2015 05:00:00 PM,064XX S MARYLAND AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,312,3,20,42,04A,1183004,1862534,2015,08/17/2015 03:03:40 PM,41.777996,-87.604645,"(41.777994582, -87.604646278)"
10166141,HY354105,07/24/2015 05:00:00 PM,007XX N CICERO AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1111,11,28,25,04A,1144218,1904627,2015,08/17/2015 03:03:40 PM,41.894318,-87.745781,"(41.894317667, -87.745782842)"
10165881,HY353850,07/24/2015 03:07:00 PM,048XX S WINCHESTER AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,931,9,20,61,08A,1164171,1872515,2015,08/17/2015 03:03:40 PM,41.805801,-87.673409,"(41.805800877, -87.673407736)"
10165948,HY353803,07/24/2015 02:35:00 PM,013XX S WABASH AVE,0560,ASSAULT,SIMPLE,STREET,false,false,131,1,2,33,08A,1176976,1894313,2015,08/17/2015 03:03:40 PM,41.865337,-87.625786,"(41.865336883, -87.625785555)"
10165897,HY353842,07/24/2015 01:59:00 PM,011XX S WESTERN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,1135,11,28,28,04A,1160554,1894859,2015,08/17/2015 03:03:40 PM,41.867191,-87.686058,"(41.867190747, -87.686056033)"
10165874,HY353753,07/24/2015 01:45:00 PM,095XX S COMMERCIAL AVE,0560,ASSAULT,SIMPLE,BARBERSHOP,false,false,431,4,10,51,08A,1197803,1842289,2015,08/17/2015 03:03:40 PM,41.722084,-87.551071,"(41.722083923, -87.551068541)"
10167571,HY354875,07/24/2015 01:30:00 PM,074XX N ASHLAND AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,false,false,2422,24,49,1,04A,1164413,1949638,2015,08/17/2015 03:03:40 PM,42.017426,-87.670334,"(42.017426471, -87.670333694)"
10165823,HY353719,07/24/2015 01:24:00 PM,042XX W 15TH ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,1011,10,24,29,04A,1148524,1892377,2015,08/17/2015 03:03:40 PM,41.860619,-87.730286,"(41.860620257, -87.730284178)"
10166623,HY354905,07/24/2015 01:15:00 PM,064XX W BELMONT AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2511,25,36,19,08A,1132733,1920576,2015,08/17/2015 03:03:40 PM,41.938293,-87.78759,"(41.93829177, -87.787591726)"
10165806,HY353660,07/24/2015 12:45:00 PM,038XX W VAN BUREN ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1133,11,24,26,08A,1150883,1897750,2015,08/17/2015 03:03:40 PM,41.87532,-87.721481,"(41.875318591, -87.721484196)"
10165526,HY353592,07/24/2015 11:56:00 AM,068XX S DORCHESTER AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,321,3,5,43,08A,1186717,1859990,2015,08/17/2015 03:03:40 PM,41.770927,-87.591118,"(41.770926484, -87.591114976)"
10165488,HY353547,07/24/2015 11:05:00 AM,004XX W 61ST ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,true,false,711,7,20,68,08A,1174368,1864479,2015,08/17/2015 03:03:40 PM,41.783527,-87.636246,"(41.783528325, -87.636248125)"
10165674,HY353656,07/24/2015 10:40:00 AM,032XX S PAULINA ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,false,912,9,11,59,04A,1165537,1883460,2015,08/17/2015 03:03:40 PM,41.835808,-87.668083,"(41.835806259, -87.668086961)"
10166051,HY354104,07/24/2015 10:35:00 AM,014XX S SACRAMENTO DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,false,false,1022,10,24,29,08A,1156220,1893242,2015,08/17/2015 03:03:40 PM,41.862843,-87.702011,"(41.862842099, -87.702010464)"
10165222,HY353417,07/24/2015 09:42:00 AM,053XX S INDIANA AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,231,2,3,40,08A,1178505,1869684,2015,08/17/2015 03:03:40 PM,41.797718,-87.620926,"(41.79771831, -87.620922418)"
10165368,HY353374,07/24/2015 08:00:00 AM,093XX S MARQUETTE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,423,4,7,48,08A,1195885,1843522,2015,08/17/2015 03:03:40 PM,41.725513,-87.558052,"(41.725514996, -87.55805306)"
10165025,HY353297,07/24/2015 06:45:00 AM,004XX N WALLER AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1512,15,29,25,08A,1138266,1902376,2015,08/17/2015 03:03:40 PM,41.888252,-87.7677,"(41.888250404, -87.767697543)"
10166807,HY355135,07/24/2015 06:00:00 AM,016XX S CALIFORNIA BLVD,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1023,10,28,29,08A,1157959,1891654,2015,08/17/2015 03:03:40 PM,41.858448,-87.695671,"(41.858449191, -87.695670058)"
10166870,HY353607,07/24/2015 03:42:00 AM,031XX N AUSTIN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,2514,25,30,19,04A,1135833,1920472,2015,08/17/2015 03:03:40 PM,41.93795,-87.776199,"(41.937951663, -87.776200835)"
10164789,HY353228,07/24/2015 03:14:00 AM,050XX N HARDING AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1712,17,39,14,08A,1149149,1933101,2015,08/17/2015 03:03:40 PM,41.972359,-87.726936,"(41.972358697, -87.72693294)"
10164790,HY353200,07/24/2015 02:10:00 AM,002XX E 118TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE-GARAGE,false,false,532,5,9,53,04A,1179809,1826769,2015,08/17/2015 03:03:40 PM,41.679924,-87.617447,"(41.679924708, -87.617449606)"
10168249,HY353210,07/24/2015 02:00:00 AM,036XX S RHODES AVE,0560,ASSAULT,SIMPLE,STREET,false,true,212,2,4,35,08A,1180179,1881011,2015,08/17/2015 03:03:40 PM,41.828762,-87.614433,"(41.828762287, -87.614436164)"
10164760,HY353179,07/24/2015 01:32:00 AM,077XX S EMERALD AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,621,6,17,71,08A,1172640,1853629,2015,08/17/2015 03:03:40 PM,41.753792,-87.642906,"(41.753792896, -87.642902878)"
10164748,HY353159,07/24/2015 01:15:00 AM,054XX W FULLERTON AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,false,false,2515,25,30,19,04A,1139853,1915428,2015,08/17/2015 03:03:40 PM,41.924038,-87.761551,"(41.924037759, -87.761549941)"
10164819,HY353164,07/24/2015 01:12:00 AM,014XX W BALMORAL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,2013,20,48,77,04A,1165387,1935956,2015,08/17/2015 03:03:40 PM,41.979862,-87.667145,"(41.97986199, -87.667141319)"
10164761,HY353142,07/24/2015 12:15:00 AM,046XX S DAMEN AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,924,9,12,61,08A,1163776,1873927,2015,08/17/2015 03:03:40 PM,41.809685,-87.67482,"(41.809683886, -87.674816769)"
10164705,HY353069,07/23/2015 11:26:00 PM,020XX E 71ST ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,331,3,5,43,04A,1190869,1858321,2015,08/17/2015 03:03:40 PM,41.766247,-87.575951,"(41.766247283, -87.575949413)"
10166937,HY353084,07/23/2015 11:20:00 PM,007XX W 26TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,914,9,11,60,04A,1171839,1886986,2015,08/17/2015 03:03:40 PM,41.845345,-87.644859,"(41.845345648, -87.644859169)"
10164839,HY353065,07/23/2015 11:00:00 PM,045XX N MALDEN ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1913,19,46,3,08A,1166728,1930309,2015,08/17/2015 03:03:40 PM,41.964336,-87.662369,"(41.96433771, -87.662372317)"
10165521,HY353461,07/23/2015 11:00:00 PM,008XX S INDEPENDENCE BLVD,0560,ASSAULT,SIMPLE,OTHER,false,true,1133,11,24,27,08A,1151391,1895991,2015,08/17/2015 03:03:40 PM,41.870483,-87.719666,"(41.870481746, -87.719665179)"
10166685,HY354986,07/23/2015 11:00:00 PM,070XX S LOWE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,732,7,6,68,08A,1173184,1858233,2015,08/17/2015 03:03:40 PM,41.766415,-87.64077,"(41.766414839, -87.64077348)"
10164655,HY353044,07/23/2015 10:00:00 PM,046XX S MOZART ST,0560,ASSAULT,SIMPLE,STREET,false,false,922,9,12,58,08A,1158150,1873741,2015,08/17/2015 03:03:40 PM,41.809288,-87.695457,"(41.809289921, -87.695457224)"
10164618,HY353029,07/23/2015 09:45:00 PM,021XX S PULASKI RD,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,1014,10,24,29,08A,1150046,1889318,2015,08/17/2015 03:03:40 PM,41.852196,-87.724777,"(41.852196515, -87.724776811)"
10165909,HY353864,07/23/2015 09:35:00 PM,0000X W MONROE ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,112,1,42,32,04A,1176101,1899916,2015,08/17/2015 03:03:40 PM,41.880733,-87.62883,"(41.880731604, -87.628828854)"
10164836,HY352968,07/23/2015 09:30:00 PM,041XX W FLETCHER ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2523,25,31,21,08A,1147991,1920617,2015,08/17/2015 03:03:40 PM,41.938126,-87.731514,"(41.938124041, -87.731513525)"
10165907,HY353851,07/23/2015 09:30:00 PM,0000X N MICHIGAN AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,112,1,42,32,08A,1177306,1900590,2015,08/17/2015 03:03:40 PM,41.882553,-87.624382,"(41.882553868, -87.624383802)"
10164631,HY353014,07/23/2015 09:30:00 PM,060XX S CALUMET AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,311,3,20,40,04A,1179512,1865137,2015,08/17/2015 03:03:40 PM,41.785217,-87.617371,"(41.785217955, -87.617368487)"
10164690,HY353145,07/23/2015 09:00:00 PM,042XX N MOODY AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1624,16,38,15,08A,1134589,1927629,2015,08/17/2015 03:03:40 PM,41.957615,-87.780602,"(41.95761332, -87.780603235)"
